,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
2020-05-04,5,2020-05-04,26.93846153846154,43.54615384615385,58.53846153846154,918.069230769231,205.23076923076923,1.3615384615384616,229.46153846153845,185.30769230769232,304.3076923076923
2020-05-05,5,2020-05-05,26.924999999999997,43.53333333333333,57.916666666666664,918.625,197.0,1.0083333333333335,237.58333333333334,246.5,442.75
2020-05-06,5,2020-05-06,25.150000000000002,43.466666666666676,67.91666666666667,919.6999999999999,198.0,1.6083333333333334,112.25,230.5,326.5833333333333
2020-05-07,5,2020-05-07,24.99166666666667,45.666666666666664,67.83333333333333,920.9166666666666,209.25,1.7333333333333332,1.25,210.58333333333334,211.0
2020-05-08,5,2020-05-08,27.34166666666667,44.333333333333336,58.0,919.9416666666667,200.83333333333334,2.558333333333333,30.333333333333332,211.58333333333334,236.66666666666666
2020-05-09,5,2020-05-09,24.149999999999995,44.74166666666667,74.91666666666667,921.6583333333333,164.16666666666666,0.7166666666666667,405.8333333333333,179.16666666666666,462.3333333333333
2020-05-10,5,2020-05-10,26.75833333333334,43.300000000000004,62.5,920.3416666666667,204.75,1.3333333333333333,256.75,261.9166666666667,420.75
2020-05-11,5,2020-05-11,26.799999999999997,43.19230769230769,59.23076923076923,919.6461538461538,147.53846153846155,0.6692307692307692,469.7692307692308,152.76923076923077,493.84615384615387
2020-05-12,5,2020-05-12,25.46923076923077,42.65384615384615,70.15384615384616,920.0769230769231,38.23076923076923,1.0769230769230769,56.76923076923077,269.9230769230769,311.84615384615387
2020-05-13,5,2020-05-13,24.724999999999998,45.61666666666667,73.0,920.4083333333333,154.5,1.0,10.916666666666666,148.5,150.66666666666666
2020-05-14,5,2020-05-14,25.93076923076923,44.784615384615385,65.46153846153847,919.7769230769231,146.30769230769232,0.6538461538461539,416.84615384615387,142.6153846153846,464.84615384615387
2020-05-15,5,2020-05-15,26.161538461538463,44.17692307692308,65.3076923076923,919.6846153846153,173.69230769230768,0.5076923076923078,214.30769230769232,251.53846153846155,373.9230769230769
